"schid","minority","female","ses","mathach","size","schtype","meanses"
"1637",0,1,-0.688,18.052,100,0,-0.699
"1637",1,1,-1.518,7.138,100,0,-0.699
"1637",1,1,-0.758,2.202,100,0,-0.699
"1637",0,1,-1.278,6.065,100,0,-0.699
"1637",1,1,-1.548,11.613,100,0,-0.699
"1637",1,1,-0.708,-1.211,100,0,-0.699
"1637",1,1,0.242,14.536,100,0,-0.699
"1637",1,0,-1.748,-2.374,100,0,-0.699
"1637",0,1,0.362,20.394,100,0,-0.699
"1637",1,0,-0.568,5.87,100,0,-0.699
"1906",1,1,0.132,14.449,400,1,0.518
"1906",0,1,0.382,20.455,400,1,0.518
"1906",0,1,1.082,22.826,400,1,0.518
"1906",0,1,-0.538,16.801,400,1,0.518
"1906",1,1,0.992,9.995,400,1,0.518
"1906",0,1,-0.588,23.482,400,1,0.518
"1906",0,0,0.822,17.985,400,1,0.518
"1906",0,0,0.702,14.63,400,1,0.518
"1906",0,0,1.012,16.667,400,1,0.518
"1906",0,0,0.602,14.171,400,1,0.518
"1906",0,1,-0.298,20.115,400,1,0.518
"1906",0,1,-0.518,4.805,400,1,0.518
"1906",0,0,0.592,22.107,400,1,0.518
"1906",0,1,0.382,21.122,400,1,0.518
"1906",0,1,0.152,10.484,400,1,0.518
"1906",0,1,-0.088,21.028,400,1,0.518
"1906",0,0,0.202,24.457,400,1,0.518
"1906",0,0,-0.278,0.901,400,1,0.518
"1906",1,0,-0.508,13.83,400,1,0.518
"1906",0,0,1.512,23.345,400,1,0.518
"1906",0,0,1.122,22.222,400,1,0.518
"1906",0,0,1.512,7.865,400,1,0.518
"1906",0,1,-0.068,14.798,400,1,0.518
"1906",0,1,0.462,11.586,400,1,0.518
"1906",0,1,0.362,7.297,400,1,0.518
"1906",0,0,1.082,21.556,400,1,0.518
"1906",0,1,1.512,18.386,400,1,0.518
"1906",0,0,0.802,23.062,400,1,0.518
"1906",0,0,0.272,12.15,400,1,0.518
"1906",0,0,1.152,24.247,400,1,0.518
"1906",0,1,1.122,18.531,400,1,0.518
"1906",0,0,-0.138,4.94,400,1,0.518
"1906",0,1,0.292,7.663,400,1,0.518
"1906",0,0,0.272,16.426,400,1,0.518
"1906",0,1,-0.138,24.479,400,1,0.518
"1906",0,0,1.292,22.59,400,1,0.518
"1906",0,0,1.422,18.189,400,1,0.518
"1906",0,0,0.952,15.602,400,1,0.518
"1906",1,0,0.002,11.04,400,1,0.518
"1906",0,1,0.532,12.916,400,1,0.518
"1906",0,1,1.512,6.992,400,1,0.518
"1906",0,1,1.012,24.479,400,1,0.518
"1906",0,0,-0.378,8.609,400,1,0.518
"1906",0,1,0.632,12.152,400,1,0.518
"1906",0,1,0.892,21.572,400,1,0.518
"1906",0,1,1.292,17.926,400,1,0.518
"1906",1,0,0.282,-1.603,400,1,0.518
"1906",0,0,0.102,23.231,400,1,0.518
"1906",0,1,1.012,10.257,400,1,0.518
"1906",0,1,-0.048,20.194,400,1,0.518
"1906",0,1,1.012,16.312,400,1,0.518
"1906",0,0,0.412,17.127,400,1,0.518
"1906",0,0,-0.188,20.66,400,1,0.518
"1909",0,0,0.482,12.165,1357,0,0.254
"1909",0,1,0.272,18.478,1357,0,0.254
"1909",0,1,-1.288,7.892,1357,0,0.254
"1909",0,0,0.762,8.645,1357,0,0.254
"1909",0,1,0.642,17.342,1357,0,0.254
"1909",0,0,1.172,8.357,1357,0,0.254
"1909",0,1,0.182,13.907,1357,0,0.254
"1909",0,0,0.972,23.096,1357,0,0.254
"1909",0,0,-0.028,7.539,1357,0,0.254
"1909",0,0,1.022,23.286,1357,0,0.254
"1909",0,1,0.892,14.593,1357,0,0.254
"1909",0,0,-0.018,22.053,1357,0,0.254
"1909",0,0,-0.478,12.5,1357,0,0.254
"1909",0,0,1.512,23.93,1357,0,0.254
"1909",0,1,-0.138,4.605,1357,0,0.254
"1909",0,1,-0.718,15.322,1357,0,0.254
"1909",0,0,-0.738,5.69,1357,0,0.254
"1909",0,1,-0.148,18.638,1357,0,0.254
"1909",0,1,0.892,17.06,1357,0,0.254
"1909",0,0,0.532,19.385,1357,0,0.254
"1909",0,0,-0.178,17.416,1357,0,0.254
"1909",0,0,-0.118,20.664,1357,0,0.254
"1909",0,1,0.312,22.585,1357,0,0.254
"1909",0,0,-0.258,16,1357,0,0.254
"1909",0,0,0.682,7.327,1357,0,0.254
"1909",0,0,0.332,12.279,1357,0,0.254
"1909",0,0,1.362,8.132,1357,0,0.254
"1909",0,1,-0.968,4.967,1357,0,0.254
"1942",0,1,0.802,16.387,959,0,0.688
"1942",0,1,1.072,24.993,959,0,0.688
"1942",0,1,0.702,21.084,959,0,0.688
"1942",1,0,0.922,22.337,959,0,0.688
"1942",0,0,1.372,12.398,959,0,0.688
"1942",0,0,0.412,24.041,959,0,0.688
"1942",0,0,1.162,23.856,959,0,0.688
"1942",0,0,-0.568,20.514,959,0,0.688
"1942",0,1,1.282,23.023,959,0,0.688
"1942",0,1,0.052,11.015,959,0,0.688
"1942",0,0,0.552,15.63,959,0,0.688
"1942",0,1,1.052,23.613,959,0,0.688
"1942",0,1,1.192,16.903,959,0,0.688
"1942",0,0,0.312,13.926,959,0,0.688
"1942",0,0,1.152,17.344,959,0,0.688
"1942",0,1,0.212,20.979,959,0,0.688
"1942",0,0,0.902,11.204,959,0,0.688
"1942",0,0,1.032,22.116,959,0,0.688
"1942",0,1,0.002,9.468,959,0,0.688
"1942",0,1,0.132,18.211,959,0,0.688
"1942",0,0,-0.298,22.681,959,0,0.688
"1942",0,1,0.442,21.991,959,0,0.688
"1942",0,1,0.642,14.13,959,0,0.688
"1942",0,1,1.242,20.088,959,0,0.688
"1942",0,0,1.192,24.479,959,0,0.688
"1942",0,1,0.442,22.288,959,0,0.688
"1942",0,1,1.512,3.209,959,0,0.688
"1942",0,1,0.532,14.702,959,0,0.688
"1942",0,0,0.322,12.606,959,0,0.688
"1946",0,0,1.002,24.993,1646,0,0.01
"1946",0,1,-0.308,9.154,1646,0,0.01
"1946",0,0,1.312,19.017,1646,0,0.01
"1946",0,0,0.882,21.062,1646,0,0.01
"1946",0,0,0.012,18.04,1646,0,0.01
"1946",1,0,1.382,11.075,1646,0,0.01
"1946",0,0,-0.278,7.84,1646,0,0.01
"1946",0,0,0.462,22.326,1646,0,0.01
"1946",0,1,0.052,1.755,1646,0,0.01
"1946",1,1,-1.068,7.341,1646,0,0.01
"1946",0,1,0.762,23.834,1646,0,0.01
"1946",0,0,0.462,4.784,1646,0,0.01
"1946",0,0,0.102,8.755,1646,0,0.01
"1946",0,1,0.172,7.833,1646,0,0.01
"1946",0,1,0.062,11.71,1646,0,0.01
"1946",0,0,0.492,22.986,1646,0,0.01
"1946",0,1,-0.758,16.863,1646,0,0.01
"1946",0,1,0.632,2.913,1646,0,0.01
"1946",1,0,-1.058,21.883,1646,0,0.01
"1946",0,1,-0.648,6.358,1646,0,0.01
"1946",0,1,-0.118,7.938,1646,0,0.01
"1946",0,1,-1.378,7.937,1646,0,0.01
"1946",0,1,0.492,22.254,1646,0,0.01
"1946",0,0,-1.248,8.375,1646,0,0.01
"1946",1,0,0.402,18.362,1646,0,0.01
"1946",0,1,0.312,12.624,1646,0,0.01
"1946",0,1,-0.588,14.393,1646,0,0.01
"1946",0,0,-0.008,19.117,1646,0,0.01
"1946",0,0,0.012,22.354,1646,0,0.01
"1946",0,1,-0.458,17.672,1646,0,0.01
"1946",0,1,-1.398,3.605,1646,0,0.01
"1946",0,1,-0.128,7.778,1646,0,0.01
"1946",0,0,0.792,14.635,1646,0,0.01
"1946",0,1,-0.248,10.79,1646,0,0.01
"1946",0,0,-0.158,6.149,1646,0,0.01
"1946",0,1,-0.138,4.468,1646,0,0.01
"1946",0,1,-0.318,3.209,1646,0,0.01
"1946",0,0,0.802,11.625,1646,0,0.01
"1946",0,0,-0.138,19.622,1646,0,0.01
"2030",1,0,0.382,16.028,1332,0,0.334
"2030",0,0,0.862,12.927,1332,0,0.334
"2030",0,1,0.072,9.733,1332,0,0.334
"2030",0,1,0.782,20.932,1332,0,0.334
"2030",0,1,1.512,7.054,1332,0,0.334
"2030",0,0,1.022,4.461,1332,0,0.334
"2030",0,0,1.182,18.399,1332,0,0.334
"2030",0,0,1.202,15.332,1332,0,0.334
"2030",0,0,-0.218,11.536,1332,0,0.334
"2030",0,0,0.402,15.893,1332,0,0.334
"2030",0,0,-0.458,5.912,1332,0,0.334
"2030",0,1,0.552,23.108,1332,0,0.334
"2030",0,0,0.932,5.129,1332,0,0.334
"2030",0,1,-0.828,9.32,1332,0,0.334
"2030",0,0,-0.918,8.255,1332,0,0.334
"2030",0,1,-0.118,4.756,1332,0,0.334
"2030",0,1,0.972,9.184,1332,0,0.334
"2030",0,0,-0.878,6.21,1332,0,0.334
"2030",0,0,0.472,14.699,1332,0,0.334
"2030",0,0,1.512,15.463,1332,0,0.334
"2030",0,1,-0.188,2.796,1332,0,0.334
"2030",0,1,-0.538,15.564,1332,0,0.334
"2030",0,0,-0.538,13.452,1332,0,0.334
"2030",0,1,0.712,16.257,1332,0,0.334
"2030",0,0,0.172,19.887,1332,0,0.334
"2030",0,1,-1.178,11.883,1332,0,0.334
"2030",1,0,0.172,2.731,1332,0,0.334
"2030",0,0,0.982,4.696,1332,0,0.334
"2030",0,1,1.142,1.227,1332,0,0.334
"2030",0,0,0.702,15.608,1332,0,0.334
"2030",0,0,1.072,24.297,1332,0,0.334
"2030",0,1,1.042,2.625,1332,0,0.334
"2030",0,0,0.282,22.167,1332,0,0.334
"2030",0,0,-0.648,10.916,1332,0,0.334
"2030",0,0,-0.178,5.366,1332,0,0.334
"2030",0,0,0.212,9.004,1332,0,0.334
"2030",0,1,0.932,13.732,1332,0,0.334
"2030",0,1,0.502,19.118,1332,0,0.334
"2030",0,0,0.272,23.736,1332,0,0.334
"2030",1,1,-0.078,4.328,1332,0,0.334
"2030",0,1,0.242,6.72,1332,0,0.334
"2030",0,1,0.112,12.692,1332,0,0.334
"2030",0,0,-0.118,19.624,1332,0,0.334
"2030",0,0,1.302,16.604,1332,0,0.334
"2030",0,1,0.212,16.569,1332,0,0.334
"2030",0,1,0.352,11.47,1332,0,0.334
"2030",0,0,0.042,10.275,1332,0,0.334
"2208",0,0,0.702,20.633,1061,1,0.429
"2208",0,1,0.002,17.075,1061,1,0.429
"2208",0,1,-0.318,5.958,1061,1,0.429
"2208",0,0,1.022,12.663,1061,1,0.429
"2208",0,1,-0.268,13.684,1061,1,0.429
"2208",0,1,-0.148,17.699,1061,1,0.429
"2208",0,0,1.652,16.658,1061,1,0.429
"2208",0,0,1.202,23.449,1061,1,0.429
"2208",0,0,0.012,23.822,1061,1,0.429
"2208",0,1,-0.478,7.847,1061,1,0.429
"2208",0,1,1.392,18.46,1061,1,0.429
"2208",0,0,1.122,22.136,1061,1,0.429
"2208",0,0,0.842,21.007,1061,1,0.429
"2208",0,1,1.152,23.141,1061,1,0.429
"2208",0,1,0.202,7.237,1061,1,0.429
"2208",0,1,0.662,22.057,1061,1,0.429
"2208",0,1,-0.298,4.206,1061,1,0.429
"2208",0,0,0.772,17.56,1061,1,0.429
"2208",0,1,0.792,12.281,1061,1,0.429
"2208",0,1,1.392,17.706,1061,1,0.429
"2208",0,1,0.432,20.026,1061,1,0.429
"2208",0,1,-0.108,21.744,1061,1,0.429
"2208",0,0,0.982,17.163,1061,1,0.429
"2208",0,0,0.852,11.373,1061,1,0.429
"2208",0,0,-0.188,6.795,1061,1,0.429
"2208",0,0,-0.598,23.159,1061,1,0.429
"2208",0,1,0.562,14.315,1061,1,0.429
"2208",0,1,0.182,3.51,1061,1,0.429
"2208",0,1,-0.118,10.983,1061,1,0.429
"2208",0,0,0.632,13.021,1061,1,0.429
"2208",0,1,-0.438,7.956,1061,1,0.429
"2208",0,0,0.202,8.782,1061,1,0.429
"2208",0,1,1.002,7.155,1061,1,0.429
"2208",0,1,0.572,17.536,1061,1,0.429
"2208",0,1,0.182,4.786,1061,1,0.429
"2208",0,1,0.482,14.15,1061,1,0.429
"2208",0,1,-0.068,19.604,1061,1,0.429
"2208",0,0,-0.348,16.841,1061,1,0.429
"2208",0,1,-0.908,17.839,1061,1,0.429
"2208",0,1,0.772,6.078,1061,1,0.429
"2208",0,0,0.702,11.21,1061,1,0.429
"2208",0,0,0.932,12.497,1061,1,0.429
"2208",0,1,0.932,23.529,1061,1,0.429
"2208",0,0,-0.468,18.196,1061,1,0.429
"2208",0,1,-0.118,16.353,1061,1,0.429
"2208",0,0,0.792,20.628,1061,1,0.429
"2208",0,0,0.202,24.707,1061,1,0.429
"2208",0,1,0.212,21.009,1061,1,0.429
"2208",0,0,0.142,21.89,1061,1,0.429
"2208",0,0,0.112,22.16,1061,1,0.429
"2208",0,0,-0.368,8.438,1061,1,0.429
"2208",0,0,0.782,9.796,1061,1,0.429
"2208",0,0,1.182,23.955,1061,1,0.429
"2208",0,1,1.122,16.76,1061,1,0.429
"2208",0,1,1.202,16.302,1061,1,0.429
"2208",0,1,0.682,19.196,1061,1,0.429
"2208",0,1,0.802,11.457,1061,1,0.429
"2208",0,1,1.032,20.3,1061,1,0.429
"2208",0,1,0.242,14.845,1061,1,0.429
"2208",0,1,-0.218,2.957,1061,1,0.429
"2277",1,1,-0.718,3.472,773,1,-0.756
"2277",1,1,1.762,4.261,773,1,-0.756
"2277",1,1,-1.258,6.328,773,1,-0.756
"2277",1,1,-0.678,10.308,773,1,-0.756
"2277",1,1,-0.708,4.097,773,1,-0.756
"2277",0,1,-0.598,10.24,773,1,-0.756
"2277",1,1,-1.148,8.089,773,1,-0.756
"2277",0,1,-0.798,6.932,773,1,-0.756
"2277",1,1,-1.378,20.906,773,1,-0.756
"2277",1,1,-0.398,3.522,773,1,-0.756
"2277",0,1,-0.548,13.643,773,1,-0.756
"2277",1,1,-0.948,12.865,773,1,-0.756
"2277",1,1,-0.138,8.642,773,1,-0.756
"2277",1,1,-1.198,5.252,773,1,-0.756
"2277",1,1,-1.008,15.778,773,1,-0.756
"2277",1,1,-0.858,10.371,773,1,-0.756
"2277",1,1,-0.468,3.235,773,1,-0.756
"2277",1,1,-0.678,4.782,773,1,-0.756
"2277",1,1,-0.188,3.677,773,1,-0.756
"2277",0,1,-0.218,18.532,773,1,-0.756
"2277",1,1,0.502,1.938,773,1,-0.756
"2277",1,1,-0.208,8.293,773,1,-0.756
"2277",1,1,-0.768,12.412,773,1,-0.756
"2277",1,1,-0.988,16.13,773,1,-0.756
"2277",0,1,-1.448,2.891,773,1,-0.756
"2277",1,1,-1.718,6.701,773,1,-0.756
"2277",1,1,0.052,12.075,773,1,-0.756
"2277",1,1,-0.178,10.425,773,1,-0.756
"2277",1,1,-1.308,12.573,773,1,-0.756
"2277",1,1,-1.648,9.146,773,1,-0.756
"2277",1,1,-1.058,4.559,773,1,-0.756
"2277",0,1,-1.158,2.38,773,1,-0.756
"2277",1,1,-0.778,8.309,773,1,-0.756
"2277",1,1,0.582,6.061,773,1,-0.756
"2277",1,1,-0.428,6.098,773,1,-0.756
"2277",1,1,-1.458,16.248,773,1,-0.756
"2277",1,1,-1.178,2.462,773,1,-0.756
"2277",1,1,-1.498,4.069,773,1,-0.756
"2277",1,1,-1.278,15.922,773,1,-0.756
"2277",0,1,-0.398,18.118,773,1,-0.756
"2277",1,1,0.562,13.484,773,1,-0.756
"2277",1,1,-0.528,4.579,773,1,-0.756
"2277",1,1,-1.438,14.009,773,1,-0.756
"2277",0,1,-0.898,-1.722,773,1,-0.756
"2277",1,1,0.122,4.322,773,1,-0.756
"2277",0,1,-1.208,10.92,773,1,-0.756
"2277",1,1,-1.128,5.081,773,1,-0.756
"2277",0,1,0.442,5.449,773,1,-0.756
"2277",1,1,-1.058,12.725,773,1,-0.756
"2277",1,1,-0.858,14.231,773,1,-0.756
"2277",1,1,-1.078,8.338,773,1,-0.756
"2277",1,1,-1.028,18.592,773,1,-0.756
"2277",0,1,-1.328,14.476,773,1,-0.756
"2277",1,1,-0.298,11.975,773,1,-0.756
"2277",0,1,-1.008,10.967,773,1,-0.756
"2277",1,1,-1.808,22.731,773,1,-0.756
"2277",0,1,-1.448,9.048,773,1,-0.756
"2277",0,1,-0.118,2.837,773,1,-0.756
"2277",1,1,-1.138,21.723,773,1,-0.756
"2277",1,1,-1.388,5.467,773,1,-0.756
"2277",1,1,-1.318,6.18,773,1,-0.756
"2305",1,1,-0.738,16.405,485,1,-0.622
"2305",1,1,-1.178,12.823,485,1,-0.622
"2305",1,1,-0.308,15.256,485,1,-0.622
"2305",1,1,-0.358,12.746,485,1,-0.622
"2305",1,1,-1.518,10.246,485,1,-0.622
"2305",1,1,-0.518,8.94,485,1,-0.622
"2305",1,1,-0.368,-1.005,485,1,-0.622
"2305",1,1,-0.228,17.401,485,1,-0.622
"2305",1,1,0.102,15.192,485,1,-0.622
"2305",1,1,0.052,16.174,485,1,-0.622
"2305",1,1,-0.148,12.433,485,1,-0.622
"2305",1,1,-0.528,16.331,485,1,-0.622
"2305",1,1,-0.648,6.51,485,1,-0.622
"2305",1,1,-0.598,4.082,485,1,-0.622
"2305",1,1,-1.058,6.444,485,1,-0.622
"2305",1,1,-1.178,2.734,485,1,-0.622
"2305",1,1,-0.358,4.005,485,1,-0.622
"2305",1,1,-1.208,14.364,485,1,-0.622
"2305",0,1,0.162,5.624,485,1,-0.622
"2305",1,1,-1.548,11.896,485,1,-0.622
"2305",1,1,0.182,12.313,485,1,-0.622
"2305",0,1,-1.178,10.839,485,1,-0.622
"2305",1,1,-1.698,12.199,485,1,-0.622
"2305",1,1,-0.148,15.062,485,1,-0.622
"2305",1,1,-0.438,11.356,485,1,-0.622
"2305",1,1,-0.388,6.292,485,1,-0.622
"2305",1,1,-0.478,7.141,485,1,-0.622
"2305",1,1,0.442,10.168,485,1,-0.622
"2305",1,1,-0.598,10.567,485,1,-0.622
"2305",1,1,-0.568,12.356,485,1,-0.622
"2305",1,1,-0.058,5.074,485,1,-0.622
"2305",0,1,-1.088,10.581,485,1,-0.622
"2305",1,1,-1.178,13.882,485,1,-0.622
"2305",1,1,-0.468,2.095,485,1,-0.622
"2305",1,1,-0.568,15.898,485,1,-0.622
"2305",1,1,-2.138,14.09,485,1,-0.622
"2305",1,1,-1.608,11.01,485,1,-0.622
"2305",1,1,-0.708,6.407,485,1,-0.622
"2305",1,1,-0.008,2.079,485,1,-0.622
"2305",1,1,-0.858,13.632,485,1,-0.622
"2305",1,1,-0.838,15.303,485,1,-0.622
"2305",1,1,-0.438,10.264,485,1,-0.622
"2305",1,1,-0.888,10.004,485,1,-0.622
"2305",1,1,-0.338,15.857,485,1,-0.622
"2305",1,1,-1.288,18.534,485,1,-0.622
"2305",1,1,0.202,10.927,485,1,-0.622
"2305",1,1,1.242,9.318,485,1,-0.622
"2305",1,1,-0.778,9.917,485,1,-0.622
"2305",1,1,0.122,6.727,485,1,-0.622
"2305",1,1,-1.458,14.901,485,1,-0.622
"2305",1,1,-1.928,13.344,485,1,-0.622
"2305",1,1,-1.128,16.557,485,1,-0.622
"2305",1,1,-0.588,14.038,485,1,-0.622
"2305",1,1,-1.038,10.067,485,1,-0.622
"2305",1,1,-1.028,10.743,485,1,-0.622
"2305",1,1,-0.708,21.352,485,1,-0.622
"2305",1,1,-0.038,11.658,485,1,-0.622
"2305",1,1,-1.378,17.251,485,1,-0.622
"2305",1,1,1.192,16.406,485,1,-0.622
"2305",1,1,0.402,14.009,485,1,-0.622
"2305",1,1,-1.158,7.594,485,1,-0.622
"2305",1,1,-0.938,-0.602,485,1,-0.622
"2305",1,1,-0.768,-0.928,485,1,-0.622
"2305",1,1,-0.348,14.558,485,1,-0.622
"2305",1,1,-0.078,11.596,485,1,-0.622
"2305",1,1,-1.098,15.085,485,1,-0.622
"2305",1,1,-1.268,20.108,485,1,-0.622
"2336",0,0,-0.228,24.404,1523,0,0.448
"2336",0,0,1.132,23.744,1523,0,0.448
"2336",0,1,0.502,17.563,1523,0,0.448
"2336",0,0,0.962,23.696,1523,0,0.448
"2336",0,0,0.942,24.344,1523,0,0.448
"2336",0,1,1.012,14.767,1523,0,0.448
"2336",0,0,0.602,18.836,1523,0,0.448
"2336",0,1,0.532,4.472,1523,0,0.448
"2336",0,1,0.722,20.346,1523,0,0.448
"2336",0,0,1.282,6.92,1523,0,0.448
"2336",0,0,0.492,24.993,1523,0,0.448
"2336",0,1,0.972,20.255,1523,0,0.448
"2336",0,0,0.522,13.082,1523,0,0.448
"2336",0,1,0.912,21.774,1523,0,0.448
"2336",0,1,1.072,19.484,1523,0,0.448
"2336",0,0,0.412,8.572,1523,0,0.448
"2336",0,0,-0.798,21.206,1523,0,0.448
"2336",0,0,1.072,21.218,1523,0,0.448
"2336",0,1,1.092,18.736,1523,0,0.448
"2336",0,0,0.292,9.294,1523,0,0.448
"2336",0,0,0.922,4.807,1523,0,0.448
"2336",0,1,0.842,17.54,1523,0,0.448
"2336",1,1,0.452,13.669,1523,0,0.448
"2336",0,1,0.082,20.389,1523,0,0.448
"2336",0,0,0.912,23.188,1523,0,0.448
"2336",0,0,-0.218,13.853,1523,0,0.448
"2336",0,0,0.352,21.435,1523,0,0.448
"2336",0,1,-0.918,11.351,1523,0,0.448
"2336",0,1,-0.158,21.085,1523,0,0.448
"2336",0,0,0.452,21.185,1523,0,0.448
"2336",0,1,-0.258,10.038,1523,0,0.448
"2336",0,1,1.392,17.242,1523,0,0.448
"2336",0,0,1.392,11.655,1523,0,0.448
"2336",0,0,0.422,15.076,1523,0,0.448
"2336",0,0,0.662,10.529,1523,0,0.448
"2336",0,1,-0.138,10.951,1523,0,0.448
"2336",0,1,1.072,18.487,1523,0,0.448
"2336",0,0,0.922,14.499,1523,0,0.448
"2336",0,0,0.652,22.12,1523,0,0.448
"2336",0,1,-0.428,12.356,1523,0,0.448
"2336",0,1,-0.858,11.23,1523,0,0.448
"2336",0,1,0.072,6.902,1523,0,0.448
"2336",0,0,-0.078,18.254,1523,0,0.448
"2336",0,0,1.172,22.901,1523,0,0.448
"2336",0,1,-0.638,11.571,1523,0,0.448
"2336",0,1,-0.098,24.993,1523,0,0.448
"2336",0,0,-0.728,11.32,1523,0,0.448
"2458",0,1,-0.048,21.403,545,1,0.234
"2458",0,1,1.302,14.005,545,1,0.234
"2458",0,1,0.402,19.153,545,1,0.234
"2458",1,1,-1.058,7.814,545,1,0.234
"2458",1,1,-0.178,9.829,545,1,0.234
"2458",1,1,0.232,22.631,545,1,0.234
"2458",0,1,0.312,23.044,545,1,0.234
"2458",1,1,0.852,22.743,545,1,0.234
"2458",1,1,0.262,17.205,545,1,0.234
"2458",1,1,0.052,12.071,545,1,0.234
"2458",1,1,-0.468,19.161,545,1,0.234
"2458",1,1,-0.268,12.332,545,1,0.234
"2458",0,1,1.512,22.681,545,1,0.234
"2458",1,1,0.182,4.928,545,1,0.234
"2458",1,1,0.242,9.142,545,1,0.234
"2458",0,1,1.072,24.488,545,1,0.234
"2458",1,1,1.172,13.666,545,1,0.234
"2458",0,1,1.082,21.451,545,1,0.234
"2458",1,1,-0.068,5.52,545,1,0.234
"2458",1,1,1.122,9.09,545,1,0.234
"2458",1,1,-0.218,21.299,545,1,0.234
"2458",1,1,0.192,9.922,545,1,0.234
"2458",1,1,0.062,17.666,545,1,0.234
"2458",1,1,0.322,13.095,545,1,0.234
"2458",1,1,-0.448,8.387,545,1,0.234
"2458",1,1,0.842,20.21,545,1,0.234
"2458",1,1,-0.938,8.056,545,1,0.234
"2458",1,1,0.332,23.534,545,1,0.234
"2458",0,1,1.342,15.496,545,1,0.234
"2458",1,1,-0.958,5.215,545,1,0.234
"2458",1,1,-0.888,13.879,545,1,0.234
"2458",0,1,0.192,6.952,545,1,0.234
"2458",0,1,0.872,11.466,545,1,0.234
"2458",0,1,0.772,9.49,545,1,0.234
"2458",0,1,0.422,22.466,545,1,0.234
"2458",1,1,1.102,15.287,545,1,0.234
"2458",1,1,-0.558,5.36,545,1,0.234
"2458",1,1,0.142,2.454,545,1,0.234
"2458",0,1,0.502,20.689,545,1,0.234
"2458",0,1,0.722,18.814,545,1,0.234
"2458",1,1,0.012,16.793,545,1,0.234
"2458",1,1,0.022,10.621,545,1,0.234
"2458",0,1,0.052,10.138,545,1,0.234
"2458",1,1,-0.888,11.333,545,1,0.234
"2458",0,1,-0.828,10.352,545,1,0.234
"2458",0,1,0.382,19.322,545,1,0.234
"2458",1,1,0.272,6.451,545,1,0.234
"2458",1,1,-0.728,16.445,545,1,0.234
"2458",0,1,1.092,13.071,545,1,0.234
"2458",1,1,0.302,15.096,545,1,0.234
"2458",0,1,0.512,9.018,545,1,0.234
"2458",0,1,0.462,10.278,545,1,0.234
"2458",1,1,1.022,11.406,545,1,0.234
"2458",1,1,-0.048,21.186,545,1,0.234
"2458",0,1,0.312,12.293,545,1,0.234
"2458",1,1,-0.918,11.96,545,1,0.234
"2458",0,1,0.432,9.327,545,1,0.234
"2467",0,1,-1.388,7.278,488,0,-0.324
"2467",0,0,-0.848,10.811,488,0,-0.324
"2467",0,1,-0.308,10.838,488,0,-0.324
"2467",0,0,-0.358,15.614,488,0,-0.324
"2467",0,1,-0.648,0.462,488,0,-0.324
"2467",0,1,0.382,23.126,488,0,-0.324
"2467",0,1,-0.108,0.436,488,0,-0.324
"2467",0,0,-0.458,20.276,488,0,-0.324
"2467",0,0,0.702,11.854,488,0,-0.324
"2467",0,1,-0.428,11.796,488,0,-0.324
"2467",0,1,-1.158,6.681,488,0,-0.324
"2467",0,1,-0.138,14.965,488,0,-0.324
"2467",0,1,-0.598,19.048,488,0,-0.324
"2467",0,0,-0.018,-0.15,488,0,-0.324
"2467",0,0,-0.298,5.794,488,0,-0.324
"2467",0,0,-0.808,7.854,488,0,-0.324
"2467",0,1,-0.278,13.718,488,0,-0.324
"2467",0,0,-1.018,5.509,488,0,-0.324
"2467",0,0,0.272,23.294,488,0,-0.324
"2467",0,0,0.542,-2.422,488,0,-0.324
"2467",0,0,-0.348,17.691,488,0,-0.324
"2467",0,0,-0.678,3.031,488,0,-0.324
"2467",0,0,-0.748,9.067,488,0,-0.324
"2467",0,1,-0.218,17.59,488,0,-0.324
"2467",0,1,0.532,16.866,488,0,-0.324
"2467",0,1,-0.798,2.851,488,0,-0.324
"2467",0,0,0.402,7.268,488,0,-0.324
"2467",0,0,-0.478,14.486,488,0,-0.324
"2467",0,1,-0.588,24.012,488,0,-0.324
"2467",0,0,-0.308,7.056,488,0,-0.324
"2467",0,1,-0.358,12.031,488,0,-0.324
"2467",0,0,0.122,7.003,488,0,-0.324
"2467",0,1,-0.658,7.262,488,0,-0.324
"2467",0,0,-0.658,14.525,488,0,-0.324
"2467",0,1,-0.598,4.076,488,0,-0.324
"2467",0,1,-0.908,5.191,488,0,-0.324
"2467",0,0,0.282,16.51,488,0,-0.324
"2467",0,0,1.022,17.246,488,0,-0.324
"2467",0,0,-1.068,3.678,488,0,-0.324
"2467",0,0,0.062,0.861,488,0,-0.324
"2467",0,0,-1.368,-0.26,488,0,-0.324
"2467",0,0,-0.248,14.484,488,0,-0.324
"2467",0,1,-0.118,10.623,488,0,-0.324
"2467",0,1,-0.158,2.669,488,0,-0.324
"2467",0,0,-0.528,18.706,488,0,-0.324
"2467",0,1,-0.208,9.273,488,0,-0.324
"2467",0,1,-0.308,19.114,488,0,-0.324
"2467",0,1,0.212,8.125,488,0,-0.324
"2467",0,0,0.062,6.415,488,0,-0.324
"2467",0,1,-0.678,13.456,488,0,-0.324
"2467",0,1,-0.618,4.667,488,0,-0.324
"2467",0,1,-0.238,5.316,488,0,-0.324
"2526",0,1,-0.528,19.112,572,1,0.333
"2526",0,1,0.522,16.9,572,1,0.333
"2526",0,1,0.692,19.698,572,1,0.333
